City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,tura,25.5198,90.2201,286.73,51,1,1.01,IN,1675632904
277,manta,-0.95,-80.7333,301.03,78,75,5.14,EC,1675632609
278,turukhansk,65.8167,87.9833,254.24,100,95,1.08,RU,1675632908
279,chikhli,20.35,76.25,293.05,29,1,1.06,IN,1675632909
280,el alto,-4.2714,-81.2147,301.96,66,16,4.87,PE,1675632910
281,abay,49.6311,72.8539,261.36,97,100,1.83,KZ,1675632911
282,gornopravdinsk,60.05,69.9,252.49,100,100,0.99,RU,1675632912
283,arroio grande,-32.2375,-53.0869,296.1,72,46,3.37,BR,1675632913
284,orlik,52.5178,99.825,250.62,99,98,0.7,RU,1675632914
285,maragogi,-9.0122,-35.2225,299.39,81,18,3.39,BR,1675632915
286,gidole,5.65,37.3667,289.49,31,36,0.99,ET,1675632916
287,medea,36.2642,2.7539,276.57,92,26,0.96,DZ,1675632917
288,asosa,10.0667,34.5333,293.8,28,58,1.7,ET,1675632918
289,horsham,51.064,-0.3272,277.18,87,0,1.03,GB,1675632920
290,nyaunglebin,17.95,96.7333,293.21,72,68,1.42,MM,1675632922
291,hofn,64.2539,-15.2082,281.27,96,100,16.24,IS,1675632923
292,rio grande,-32.035,-52.0986,299.21,74,9,4.68,BR,1675632924
293,coihaique,-45.5752,-72.0662,294.12,37,20,3.6,CL,1675632924
294,teknaf,20.8624,92.3058,290.28,56,54,3.71,BD,1675632927
295,puro,12.4841,123.3827,297.66,87,60,3.56,PH,1675632928
296,ambon,-3.6954,128.1814,299.23,89,75,1.54,ID,1675632929
297,camacha,33.0833,-16.3333,287.83,67,40,6.17,PT,1675632929
298,port-gentil,-0.7193,8.7815,299.13,89,20,0.51,GA,1675632930
299,rio gallegos,-51.6226,-69.2181,290.18,31,75,14.4,AR,1675632930
300,boyolangu,-8.1181,111.8935,297.49,80,100,1.21,ID,1675632932
301,ahuimanu,21.4447,-157.8378,299.99,76,43,4.47,US,1675632933
302,ayan,56.45,138.1667,249.65,81,88,3.42,RU,1675632933
303,yumen,40.2833,97.2,270.19,39,66,3.69,CN,1675632934
304,anadyr,64.75,177.4833,241.43,75,75,5.0,RU,1675632935
305,gravdal,68.1214,13.5031,276.09,75,75,2.06,NO,1675632935
306,mesagne,40.5588,17.8083,277.85,52,75,11.83,IT,1675632936
307,mandiana,10.6333,-8.6833,301.18,17,89,1.43,GN,1675632936
308,dicabisagan,17.0818,122.4157,296.51,90,71,0.46,PH,1675632937
309,seoul,37.5683,126.9778,271.84,100,40,0.51,KR,1675632114
310,aksarka,66.5606,67.7975,246.93,100,67,0.65,RU,1675632937
311,severo-kurilsk,50.6789,156.125,269.42,76,98,2.67,RU,1675632938
312,zhigalovo,54.8097,105.1578,254.63,100,99,1.21,RU,1675632938
313,kijang,35.2442,129.2139,272.0,38,70,2.07,KR,1675632938
314,poum,-20.2333,164.0167,301.92,80,100,8.95,NC,1675632939
315,sergeyevka,53.88,67.4158,258.07,96,98,2.82,KZ,1675632939
316,srednekolymsk,67.45,153.6833,237.1,99,100,2.41,RU,1675632939
317,saint george,37.1041,-113.5841,290.34,36,0,8.75,US,1675632758
318,baykit,61.67,96.37,259.34,99,100,0.99,RU,1675632672
319,yenagoa,4.9247,6.2642,299.34,84,100,3.05,NG,1675632940
320,abha,18.2164,42.5053,285.29,33,0,3.09,SA,1675632941
321,christchurch,-43.5333,172.6333,299.26,41,1,6.17,NZ,1675632739
322,lufilufi,-13.8745,-171.5986,303.03,76,54,5.38,WS,1675632941
323,constitucion,-35.3333,-72.4167,291.54,78,17,3.51,CL,1675632942
324,axim,4.8699,-2.2405,300.1,87,100,3.96,GH,1675632781
325,pacific grove,36.6177,-121.9166,287.05,76,75,7.2,US,1675632942
326,horasan,40.0458,42.1728,268.48,96,100,1.65,TR,1675632943
327,ewa beach,21.3156,-158.0072,300.12,64,40,4.12,US,1675632943
328,iseyin,7.9667,3.6,301.13,64,100,3.44,NG,1675632943
329,muhos,64.808,25.9931,266.42,94,100,1.72,FI,1675632944
330,mundra,22.85,69.7333,292.73,75,7,4.27,IN,1675632944
331,egvekinot,66.3167,-179.1667,243.91,87,100,5.38,RU,1675632945
332,acapulco,16.8634,-99.8901,303.05,62,0,1.54,MX,1675632784
333,zarichne,51.8126,26.129,268.37,78,100,3.53,UA,1675632946
334,butembo,0.15,29.2833,291.3,46,61,1.28,CD,1675632946
335,colares,38.7992,-9.4469,286.98,51,0,3.13,PT,1675632946
336,sohag,26.557,31.6948,285.31,42,36,2.22,EG,1675632947
337,oistins,13.0667,-59.5333,299.2,73,75,9.77,BB,1675632670
338,gamut,8.5303,126.2422,295.64,96,100,0.72,PH,1675632948
339,upata,8.0086,-62.3989,301.03,63,88,3.63,VE,1675632948
340,mokhotlong,-29.2894,29.0675,285.3,76,53,1.28,LS,1675632948
341,maxixe,-23.8597,35.3472,295.67,92,2,2.81,MZ,1675632949
342,necochea,-38.5473,-58.7368,299.29,46,52,2.83,AR,1675632949
343,igbo ora,7.4333,3.2833,300.32,73,100,3.08,NG,1675632950
344,kaohsiung,22.6163,120.3133,292.12,84,20,1.03,TW,1675632950
345,itarema,-2.9248,-39.9167,299.19,80,71,5.32,BR,1675632950
346,caravelas,-17.7125,-39.2481,299.11,81,0,4.94,BR,1675632951
347,binga,-17.6203,27.3414,294.87,88,85,0.62,ZW,1675632951
348,buala,-8.145,159.5921,298.33,91,100,4.32,SB,1675632951
349,makakilo city,21.3469,-158.0858,300.33,63,40,9.77,US,1675632952
350,pangnirtung,66.1451,-65.7125,241.15,68,75,1.03,CA,1675632832
351,longyearbyen,78.2186,15.6401,271.06,74,75,9.26,SJ,1675632952
352,klyuchi,52.2667,79.1667,263.27,96,100,2.09,RU,1675632953
353,sioux lookout,50.1001,-91.917,261.19,61,40,3.09,CA,1675632953
354,tasiilaq,65.6145,-37.6368,268.24,95,100,2.47,GL,1675632839
355,atasu,48.6814,71.6433,267.42,96,100,2.55,KZ,1675632954
356,alofi,-19.0595,-169.9187,299.09,83,90,3.09,NU,1675632954
357,sibolga,1.7427,98.7792,296.15,96,100,1.47,ID,1675632955
358,ballitoville,-29.539,31.2144,297.73,83,20,2.06,ZA,1675632955
359,castillo de teayo,20.75,-97.6167,300.4,57,13,2.67,MX,1675632957
360,coahuayana,18.7333,-103.6833,303.42,44,0,3.26,MX,1675632957
361,mahebourg,-20.4081,57.7,299.96,83,40,2.06,MU,1675632943
362,saint-dizier,48.4167,5.0833,277.93,89,100,6.61,FR,1675632958
363,nuuk,64.1835,-51.7216,261.97,85,100,2.68,GL,1675632958
364,flinders,-34.5833,150.8552,296.03,77,25,2.68,AU,1675632959
365,zlitan,32.4674,14.5687,286.82,58,50,5.8,LY,1675632959
366,muromtsevo,56.3724,75.2418,250.7,100,100,1.46,RU,1675632959
367,totness,5.8833,-56.3167,297.28,88,68,6.14,SR,1675632960
368,bouar,5.934,15.596,294.81,19,73,2.66,CF,1675632960
369,ostrovnoy,68.0531,39.5131,261.89,94,96,6.78,RU,1675632961
370,barra do corda,-5.5,-45.25,297.29,95,80,1.4,BR,1675632961
371,talcahuano,-36.7167,-73.1167,288.97,82,43,5.66,CL,1675632889
372,mount isa,-20.7333,139.5,298.02,100,100,3.09,AU,1675632963
373,amahai,-3.3333,128.9167,298.43,82,100,2.47,ID,1675632965
374,leningradskiy,69.3833,178.4167,242.89,98,100,1.87,RU,1675632967
375,iqaluit,63.7506,-68.5145,245.2,68,100,7.2,CA,1675632968
376,sidhi,24.4167,81.8833,287.72,44,0,1.08,IN,1675632969
377,matay,28.419,30.7792,284.77,30,0,4.18,EG,1675632970
378,victor harbor,-35.5667,138.6167,289.82,85,16,4.12,AU,1675632971
379,mosquera,4.7059,-74.2302,290.2,55,75,7.72,CO,1675632973
380,san juan,-31.5375,-68.5364,309.47,14,0,2.79,AR,1675632945
381,tabou,4.423,-7.3528,299.66,85,96,4.07,CI,1675632976
382,tongliao,43.6125,122.2653,261.95,74,11,1.34,CN,1675632977
383,adre,13.4667,22.2,294.94,12,98,3.69,TD,1675632688
384,hay river,60.8156,-115.7999,257.14,78,100,4.12,CA,1675632981
385,high level,58.5169,-117.136,261.21,85,100,1.03,CA,1675632982
386,thompson,55.7435,-97.8558,258.24,85,100,2.57,CA,1675632983
387,haines junction,60.7522,-137.5108,262.12,92,100,1.54,CA,1675632984
388,basco,20.4487,121.9702,297.84,75,98,6.66,PH,1675632985
389,lavrentiya,65.5833,-171.0,253.98,94,100,4.12,RU,1675632987
390,beroroha,-21.6667,45.1667,296.15,86,100,1.13,MG,1675632987
391,sarkand,45.41,79.9186,270.89,88,94,2.34,KZ,1675632988
392,seddon,-37.8068,144.8916,290.36,75,75,3.6,AU,1675632989
393,ixtapa,20.7,-105.2,298.72,65,0,5.66,MX,1675632990
394,lofthus,59.9468,10.8018,268.05,95,91,0.99,NO,1675632990
395,langsa,4.4683,97.9683,295.84,95,100,1.07,ID,1675632990
396,solnechnyy,50.7214,136.6319,248.68,98,49,1.33,RU,1675632991
397,santiago,-33.4569,-70.6483,305.12,40,0,8.23,CL,1675632704
398,aliwal north,-30.6937,26.7114,295.06,42,31,2.27,ZA,1675632741
399,narsaq,60.9167,-46.05,266.27,86,100,5.29,GL,1675632992
400,winsum,53.33,6.5208,278.16,89,37,4.95,NL,1675632992
401,bilasipara,26.232,90.2347,288.91,54,0,0.91,IN,1675632993
402,san policarpo,12.1791,125.5072,299.28,84,94,5.56,PH,1675632993
403,deputatskiy,69.3,139.9,238.76,98,100,1.86,RU,1675632990
404,banda aceh,5.5577,95.3222,298.22,82,92,1.33,ID,1675632994
405,masty,53.4122,24.5387,268.61,77,50,2.11,BY,1675632995
406,dongsheng,39.8161,109.9776,267.43,40,91,1.35,CN,1675632995
407,strenci,57.6257,25.6854,269.91,92,100,4.57,LV,1675632995
408,ihiala,5.8538,6.8603,299.16,71,100,2.67,NG,1675632996
409,yaan,7.3833,8.5667,304.34,15,100,0.85,NG,1675632996
410,toora-khem,52.4675,96.11,255.36,100,94,0.32,RU,1675632997
411,peci,44.6272,16.7861,269.71,73,81,2.41,BA,1675632997
412,tautira,-17.7333,-149.15,300.31,77,73,5.73,PF,1675632998
413,cockburn town,21.4612,-71.1419,298.45,81,0,10.33,TC,1675632998
414,ambilobe,-13.2,49.05,296.38,93,100,0.28,MG,1675632998
415,codajas,-3.8367,-62.0569,297.57,96,91,1.5,BR,1675632999
416,luanda,-8.8368,13.2343,300.15,78,75,4.12,AO,1675632814
417,inhambane,-23.865,35.3833,296.2,90,2,3.16,MZ,1675632892
418,colac,-38.3333,143.5833,286.95,71,91,2.22,AU,1675633000
419,ushtobe,45.2514,77.9838,272.75,94,100,0.32,KZ,1675633001
420,porbandar,21.6422,69.6093,293.52,70,0,4.92,IN,1675633002
421,vila velha,-20.3297,-40.2925,301.12,82,20,4.12,BR,1675632828
422,flin flon,54.7682,-101.865,266.06,86,100,4.12,CA,1675633003
423,kurumkan,54.3,110.3,251.91,95,73,1.62,RU,1675633003
424,praia da vitoria,38.7333,-27.0667,288.57,88,40,7.36,PT,1675633004
425,husavik,66.0449,-17.3389,281.71,78,100,17.85,IS,1675633004
426,lithakia,37.7167,20.8333,274.8,53,32,5.95,GR,1675633004
427,quillota,-32.8833,-71.2667,298.48,55,0,2.98,CL,1675632885
428,waipawa,-41.4122,175.5153,294.26,61,0,7.26,NZ,1675633005
429,khorinsk,52.1657,109.7726,248.55,99,92,0.79,RU,1675633006
430,katangli,51.7102,143.2326,252.38,97,96,3.4,RU,1675632945
431,vao,-22.6667,167.4833,299.48,86,69,7.15,NC,1675633006
432,mercedes,-34.6515,-59.4307,304.74,21,32,1.93,AR,1675633007
433,sao felix do xingu,-6.6447,-51.995,298.35,82,79,0.7,BR,1675633007
434,povolzhskiy,53.5854,49.7629,262.94,97,100,0.81,RU,1675633008
435,mayo,38.8876,-76.5119,288.12,59,0,6.17,US,1675633008
436,caucaia,-3.7361,-38.6531,301.12,77,20,4.12,BR,1675632957
437,barre,44.197,-72.5021,276.58,62,100,3.37,US,1675633009
438,salta,-24.7859,-65.4117,299.48,62,40,5.14,AR,1675633010
439,sai buri,6.7013,101.6168,297.71,86,100,2.93,TH,1675633010
440,newtownards,54.5924,-5.6909,278.56,83,40,2.06,GB,1675633010
441,eyl,7.9803,49.8164,296.51,77,69,6.56,SO,1675633011
442,cuddapah,14.4667,78.8167,294.14,74,99,1.97,IN,1675633011
443,manggar,-2.8833,108.2667,298.44,89,100,2.61,ID,1675633012
444,mandurah,-32.55,115.7,293.66,89,4,5.73,AU,1675633012
445,kampot,10.6167,104.1833,296.18,82,15,1.16,KH,1675633013
446,yarada,17.65,83.2667,295.65,69,32,0.84,IN,1675633013
447,zyryanka,65.75,150.85,237.33,100,100,0.95,RU,1675633014
448,birjand,32.8663,59.2211,273.41,74,0,2.06,IR,1675633014
449,kaeo,-35.1,173.7833,293.89,93,82,3.93,NZ,1675632831
450,murgab,37.4966,61.9714,276.08,81,72,3.09,TM,1675633015
451,berezovyy,51.6667,135.7,245.75,93,65,1.91,RU,1675633015
452,tagusao,9.1924,117.8141,297.73,88,58,2.11,PH,1675633016
453,banikoara,11.2985,2.4386,301.87,12,99,2.19,BJ,1675633016
454,manacapuru,-3.2997,-60.6206,298.43,88,100,1.58,BR,1675632728
455,trincomalee,8.5711,81.2335,298.76,78,100,5.98,LK,1675633017
456,yablonovo,50.8523,37.3574,265.62,96,100,2.89,RU,1675633017
457,fuling,29.7022,107.3919,282.67,79,49,1.21,CN,1675633017
458,baruun-urt,46.6806,113.2792,253.29,92,52,2.08,MN,1675633018
459,college,64.8569,-147.8028,260.41,76,0,3.09,US,1675633018
460,tacuati,-23.45,-56.5833,299.88,64,92,1.34,PY,1675633019
461,kieta,-6.2167,155.6333,299.36,84,100,0.71,PG,1675633019
462,abilene,32.4487,-99.7331,297.08,28,0,4.63,US,1675633019
463,erzin,36.9559,36.2,279.39,88,98,4.45,TR,1675633020
464,marawi,7.9986,124.2928,292.34,90,100,1.1,PH,1675633020
465,luganville,-15.5333,167.1667,300.96,83,100,5.69,VU,1675633021
466,myre,69.1036,15.9492,275.31,69,100,9.91,NO,1675633021
467,mendi,-6.1761,143.6513,288.25,91,99,0.56,PG,1675633023
468,glarus,47.0406,9.068,277.28,34,100,1.47,CH,1675633024
469,vila,42.0304,-8.1588,278.64,58,0,2.18,PT,1675633027
470,lashio,22.9333,97.75,282.56,55,72,0.52,MM,1675633028
471,kysyl-syr,63.8986,122.7617,226.89,100,72,1.69,RU,1675633029
472,vitim,59.4511,112.5578,243.37,100,99,1.14,RU,1675633031
473,san quintin,30.4833,-115.95,291.11,65,40,10.55,MX,1675633032
474,dambulla,7.86,80.6517,294.0,92,89,1.54,LK,1675633033
475,novobiryusinskiy,56.9578,97.7076,248.43,100,100,1.27,RU,1675633033
476,altay,47.8667,88.1167,264.55,68,83,2.91,CN,1675633034
477,talara,-4.5772,-81.2719,303.57,54,0,5.66,PE,1675633036
478,shache,38.4167,77.2406,269.12,81,99,1.75,CN,1675633038
479,riyadh,24.6877,46.7219,290.23,55,1,5.62,SA,1675633039
480,kaoma,-14.7833,24.8,291.22,98,100,1.34,ZM,1675633039
481,walvis bay,-22.9575,14.5053,292.09,83,94,0.99,NA,1675633040
482,san andres,12.5847,-81.7006,302.16,70,40,6.17,CO,1675633041
483,tessalit,20.1986,1.0114,293.59,11,86,3.61,ML,1675633042
484,diamantino,-14.4086,-56.4461,298.79,81,87,0.37,BR,1675633043
485,thamaga,-24.6701,25.5397,293.72,57,8,0.85,BW,1675633044
486,kastamonu,41.5,33.6667,269.78,94,100,1.52,TR,1675633045
487,casas grandes,30.3667,-107.95,296.94,10,0,6.77,MX,1675633047
488,jaciara,-15.9653,-54.9683,298.39,79,79,1.63,BR,1675633047
489,moose factory,51.2585,-80.6094,256.15,71,75,2.57,CA,1675633048
490,xiongyue,40.1774,122.1228,270.47,74,63,3.47,CN,1675633049
491,le port,-20.9373,55.2919,299.15,79,94,3.75,RE,1675633049
492,beringovskiy,63.05,179.3167,244.41,93,99,5.3,RU,1675633050
493,navolato,24.7672,-107.6944,304.25,22,0,6.49,MX,1675633050
494,imeni stepana razina,54.8932,44.2963,257.9,99,100,1.68,RU,1675633051
495,bathsheba,13.2167,-59.5167,299.49,73,75,9.77,BB,1675633051
496,dungarpur,23.8333,73.7167,292.34,28,0,1.89,IN,1675633051
497,fremont,37.5483,-121.9886,287.58,72,75,7.72,US,1675632997
498,izhma,65.0083,53.9113,251.62,100,96,1.36,RU,1675633052
499,sandwick,60.0,-1.25,281.05,71,100,7.2,GB,1675633052
500,varhaug,58.6147,5.6457,279.2,89,99,5.36,NO,1675633053
501,huittinen,61.1833,22.7,271.38,90,48,3.01,FI,1675633053
502,safaga,26.7292,33.9365,290.64,35,63,3.35,EG,1675633054
503,bilibino,68.0546,166.4372,237.15,100,100,0.83,RU,1675632896
504,marquette,46.5333,-87.6335,266.11,80,100,1.79,US,1675633054
505,huanren,41.2647,125.3667,264.48,97,88,0.61,CN,1675633055
506,marsaxlokk,35.8419,14.5431,282.49,43,20,6.17,MT,1675633055
507,igarka,67.4667,86.5833,254.37,98,98,2.38,RU,1675633056
508,arman,59.7,150.1667,246.73,83,96,3.8,RU,1675633056
509,canto do buriti,-8.11,-42.9444,302.79,38,99,0.65,BR,1675633056
510,killam,52.7834,-111.8518,271.12,74,100,1.54,CA,1675633057
511,nyandoma,61.669,40.1991,254.06,100,100,1.89,RU,1675633057
512,tsumeb,-19.2333,17.7167,291.68,87,100,5.0,NA,1675633058
513,half moon bay,37.4636,-122.4286,287.54,73,75,9.26,US,1675633058
514,padang,-0.9492,100.3543,296.18,79,100,1.72,ID,1675633058
515,galle,6.0367,80.217,298.12,88,91,1.11,LK,1675632873
516,jardim,-21.4803,-56.1381,297.77,79,75,1.57,BR,1675633059
517,nara,34.6851,135.8049,276.66,69,30,0.89,JP,1675632995
518,port hardy,50.6996,-127.4199,280.25,87,75,3.09,CA,1675633060
519,mezhdurechensk,53.6942,88.0603,251.65,100,72,1.42,RU,1675633060
520,belmonte,-15.8631,-38.8828,299.57,78,0,4.76,BR,1675633060
521,nizip,37.0097,37.7942,276.22,100,100,2.07,TR,1675633061
522,wildwood,38.5828,-90.6629,288.68,33,0,5.81,US,1675633061
523,cabra,37.4725,-4.4421,282.32,53,5,1.75,ES,1675633061
524,chimichagua,9.2578,-73.8123,309.28,28,76,1.32,CO,1675633062
525,taltal,-25.4,-70.4833,296.33,70,31,3.19,CL,1675633062
526,ammon,43.4696,-111.9666,274.43,91,100,7.2,US,1675633063
527,mason city,43.1536,-93.201,273.22,80,27,2.05,US,1675632775
528,tole,44.7167,33.8167,273.68,85,100,6.85,UA,1675633063
529,viransehir,37.2353,39.7631,278.79,99,100,3.5,TR,1675633063
530,atambua,-9.1061,124.8925,295.94,85,93,0.37,ID,1675632942
531,roebourne,-20.7833,117.1333,303.74,56,3,1.36,AU,1675632834
532,ibra,22.6906,58.5334,292.58,56,78,0.76,OM,1675633064
533,lixourion,38.2019,20.4314,279.09,53,23,2.62,GR,1675633065
534,porto santo,33.072,-16.3415,289.36,67,40,6.17,PT,1675633065
535,tateyama,34.9833,139.8667,278.2,75,7,3.65,JP,1675633065
536,carsamba,41.1989,36.7219,275.01,80,75,1.54,TR,1675633066
537,thunder bay,48.4001,-89.3168,264.14,57,75,4.12,CA,1675632971
538,nkoteng,4.5167,12.0333,295.13,73,13,1.36,CM,1675633066
539,werota,11.9167,37.7,292.86,36,57,1.63,ET,1675633067
540,lindi,-10.0,39.7167,297.34,93,100,1.22,TZ,1675633067
541,westport,41.1415,-73.3579,280.79,58,0,0.45,US,1675633068
542,hervey bay,-25.2986,152.8535,299.21,85,72,7.93,AU,1675633068
543,sungaipenuh,-2.0833,101.3833,290.6,86,100,0.79,ID,1675633069
544,lima,-12.0432,-77.0282,297.29,73,20,6.69,PE,1675632870
545,payo,-3.7508,103.6372,293.35,75,100,0.63,ID,1675633070
546,floro,61.5996,5.0328,279.8,93,75,6.17,NO,1675633070
547,sarangani,5.4033,125.4636,300.49,73,90,4.88,PH,1675633071
548,yar-sale,66.8333,70.8333,246.1,100,62,0.69,RU,1675633071
549,brae,60.3964,-1.353,280.47,79,100,9.78,GB,1675633071
550,bontang,0.1333,117.5,297.81,88,91,1.7,ID,1675633072
551,pangody,65.85,74.4859,247.78,100,100,2.27,RU,1675633072
552,tobane,-21.95,27.9,295.14,52,2,2.07,BW,1675633073
553,altus,34.6381,-99.334,291.46,45,0,6.69,US,1675633073
